student_id,snippet_id,read_time,log_read_time
0,1,37,3.6109179126442243
0,2,21,3.044522437723423
0,3,66,4.189654742026425
0,4,38,3.6375861597263857
0,5,52,3.9512437185814275
0,6,72,4.276666119016055
0,7,59,4.07753744390572
0,8,55,4.007333185232471
1,1,30,3.4011973816621555
1,2,28,3.332204510175204
1,3,103,4.634728988229636
1,4,145,4.976733742420574
1,5,157,5.056245805348308
1,6,96,4.564348191467836
1,7,101,4.61512051684126
1,8,48,3.871201010907891
2,1,52,3.9512437185814275
2,2,68,4.219507705176107
2,3,70,4.248495242049359
2,4,108,4.68213122712422
2,5,86,4.454347296253507
2,6,146,4.983606621708336
2,7,56,4.02535169073515
2,8,39,3.6635616461296463
3,1,43,3.7612001156935624
3,2,60,4.0943445622221
3,3,114,4.736198448394496
3,4,162,5.087596335232384
3,5,65,4.174387269895637
3,6,70,4.248495242049359
3,7,59,4.07753744390572
3,8,106,4.663439094112067
4,1,19,2.9444389791664403
4,2,43,3.7612001156935624
4,3,133,4.890349128221754
4,4,22,3.091042453358316
4,5,13,2.5649493574615367
4,6,31,3.4339872044851463
4,7,86,4.454347296253507
4,8,10,2.302585092994046
5,1,23,3.1354942159291497
5,2,60,4.0943445622221
5,3,40,3.6888794541139363
5,4,33,3.4965075614664802
5,5,50,3.912023005428146
5,6,19,2.9444389791664403
5,7,13,2.5649493574615367
5,8,79,4.3694478524670215
6,1,3,1.0986122886681098
6,2,16,2.772588722239781
6,3,73,4.290459441148391
6,4,18,2.8903717578961645
6,5,9,2.1972245773362196
6,6,0,
6,7,84,4.430816798843313
6,8,35,3.5553480614894135
7,1,16,2.772588722239781
7,2,31,3.4339872044851463
7,3,80,4.382026634673881
7,4,35,3.5553480614894135
7,5,39,3.6635616461296463
7,6,64,4.1588830833596715
7,7,26,3.258096538021482
7,8,62,4.127134385045092
8,1,22,3.091042453358316
8,2,26,3.258096538021482
8,3,66,4.189654742026425
8,4,11,2.3978952727983707
8,5,54,3.9889840465642745
8,6,45,3.8066624897703196
8,7,50,3.912023005428146
8,8,162,5.087596335232384
9,1,6,1.791759469228055
9,2,69,4.23410650459726
9,3,23,3.1354942159291497
9,4,48,3.871201010907891
9,5,87,4.465908118654584
9,6,24,3.1780538303479458
9,7,74,4.30406509320417
9,8,25,3.2188758248682006
10,1,38,3.6375861597263857
10,2,32,3.4657359027997265
10,3,54,3.9889840465642745
10,4,120,4.787491742782046
10,5,83,4.418840607796598
10,6,109,4.6913478822291435
10,7,69,4.23410650459726
10,8,60,4.0943445622221
11,1,53,3.970291913552122
11,2,77,4.343805421853684
11,3,205,5.3230099791384085
11,4,127,4.844187086458591
11,5,100,4.605170185988092
11,6,103,4.634728988229636
11,7,37,3.6109179126442243
11,8,107,4.672828834461906
12,1,37,3.6109179126442243
12,2,17,2.833213344056216
12,3,68,4.219507705176107
12,4,12,2.4849066497880004
12,5,15,2.70805020110221
12,6,40,3.6888794541139363
12,7,9,2.1972245773362196
12,8,14,2.6390573296152584
13,1,39,3.6635616461296463
13,2,85,4.442651256490317
13,3,49,3.8918202981106265
13,4,62,4.127134385045092
13,5,133,4.890349128221754
13,6,119,4.77912349311153
13,7,47,3.8501476017100584
13,8,92,4.5217885770490405
14,1,18,2.8903717578961645
14,2,145,4.976733742420574
14,3,127,4.844187086458591
14,4,107,4.672828834461906
14,5,44,3.784189633918261
14,6,48,3.871201010907891
14,7,39,3.6635616461296463
14,8,27,3.295836866004329
15,1,51,3.9318256327243257
15,2,18,2.8903717578961645
15,3,88,4.477336814478207
15,4,89,4.48863636973214
15,5,72,4.276666119016055
15,6,100,4.605170185988092
